chr2.0,marker,cM,bp2.0,diff
CE10_chr5,21215,4.3,540826,0
CE10_chr5,21214,4.3,540925,0
CE10_chr5,21213,4.3,540928,0
CE10_chr5,21212,4.3,540947,0
CE10_chr5,21211,4.3,540952,0
CE10_chr5,21210,4.3,540994,0
CE10_chr5,21209,4.3,541002,0
CE10_chr5,21208,4.3,541004,0
CE10_chr5,21207,4.3,541027,0
CE10_chr5,21206,4.3,541031,0
CE10_chr5,21205,4.3,541153,0
CE10_chr5,21204,4.3,541251,0
CE10_chr5,21203,4.3,541272,0
CE10_chr5,21202,4.3,541280,0
CE10_chr5,21201,4.3,541345,0
CE10_chr5,21200,4.3,541453,0
CE10_chr5,21199,4.3,541455,0
CE10_chr5,21198,4.3,541473,0
CE10_chr5,21197,4.3,541482,0
CE10_chr5,21196,4.3,541537,0
CE10_chr5,21195,4.3,541548,0
CE10_chr5,21194,4.3,541601,0
CE10_chr5,5818,4.3,565342,0
CE10_chr5,5819,4.3,565549,0
CE10_chr5,5820,4.3,565656,0
CE10_chr5,5821,4.3,565663,0
CE10_chr5,5822,4.3,565681,0
CE10_chr5,5823,4.3,565685,0
CE10_chr5,5824,4.3,565736,0
CE10_chr5,5825,4.3,565948,0
CE10_chr5,5826,4.3,565984,0
CE10_chr5,5827,4.3,566058,0
CE10_chr5,5828,4.3,566080,0
CE10_chr5,5829,4.3,566084,0
CE10_chr5,5830,4.3,585907,0
CE10_chr5,5831,4.3,586001,0
CE10_chr5,5832,4.3,586093,0
CE10_chr5,5833,4.3,586105,0
CE10_chr5,5834,4.3,586262,0
CE10_chr5,5835,4.3,586277,0
CE10_chr5,5836,4.3,586292,0
CE10_chr5,5837,4.3,586304,0
CE10_chr5,5838,4.3,586490,0
CE10_chr5,5839,4.3,586779,0
CE10_chr5,5840,4.3,586844,0
CE10_chr5,5841,4.3,586912,0
CE10_chr5,5842,4.3,587089,0
CE10_chr5,5843,4.3,587090,0
CE10_chr5,5844,4.3,587127,0.54
CE10_chr5,5845,4.84,594125,0
CE10_chr5,5846,4.84,594804,1.08
CE10_chr5,5847,5.92,595003,0
CE10_chr5,5848,5.92,595005,0
CE10_chr5,5849,5.92,595068,0
CE10_chr5,5857,5.92,624793,0
CE10_chr5,5858,5.92,624841,0
CE10_chr5,5859,5.92,624871,0
CE10_chr5,5860,5.92,624895,0
CE10_chr5,5861,5.92,625009,0
CE10_chr5,5862,5.92,625229,0
CE10_chr5,5863,5.92,630469,0
CE10_chr5,5864,5.92,630535,0
CE10_chr5,5865,5.92,630616,0
CE10_chr5,5866,5.92,630646,0
CE10_chr5,5867,5.92,630980,0
CE10_chr5,5868,5.92,631065,0
CE10_chr5,5869,5.92,631083,0
CE10_chr5,5870,5.92,631127,0
CE10_chr5,5871,5.92,631130,0
CE10_chr5,5872,5.92,631416,0
CE10_chr5,5873,5.92,637604,0.53
CE10_chr5,5882,6.45,659868,0
CE10_chr5,5883,6.45,659872,0
CE10_chr5,5884,6.45,659970,0
CE10_chr5,5885,6.45,660107,0
CE10_chr5,5886,6.45,660115,0
CE10_chr5,5887,6.45,660117,0
CE10_chr5,5888,6.45,660154,0
CE10_chr5,5889,6.45,672867,0
CE10_chr5,5890,6.45,672929,0
CE10_chr5,5891,6.45,672939,0
CE10_chr5,5892,6.45,673367,0
CE10_chr5,5893,6.45,673375,0
CE10_chr5,5894,6.45,673383,0
CE10_chr5,5895,6.45,673387,0
CE10_chr5,5896,6.45,673411,0
CE10_chr5,5897,6.45,673413,0
CE10_chr5,5898,6.45,673425,0
CE10_chr5,5899,6.45,673437,0
CE10_chr5,5900,6.45,673481,0
CE10_chr5,5901,6.45,673651,0
CE10_chr5,5914,6.45,688326,0
CE10_chr5,5915,6.45,688359,0
CE10_chr5,5916,6.45,688388,0
CE10_chr5,5917,6.45,688391,0
CE10_chr5,5918,6.45,688407,0
CE10_chr5,5919,6.45,688423,0
CE10_chr5,5920,6.45,688448,0
CE10_chr5,5921,6.45,688493,0
CE10_chr5,5922,6.45,688557,0
CE10_chr5,5923,6.45,688567,0.54
CE10_chr5,5924,6.99,688590,0
CE10_chr5,5925,6.99,688623,0
CE10_chr5,5926,6.99,688691,0
CE10_chr5,5927,6.99,688808,0
CE10_chr5,5928,6.99,688827,0
CE10_chr5,5929,6.99,688829,0
CE10_chr5,5930,6.99,688831,0
CE10_chr5,5931,6.99,688844,0
CE10_chr5,5932,6.99,688862,0
CE10_chr5,5933,6.99,688864,0
CE10_chr5,5934,6.99,688889,0
CE10_chr5,5935,6.99,688909,0
CE10_chr5,5936,6.99,688919,0
CE10_chr5,5937,6.99,688948,0
CE10_chr5,5938,6.99,688952,0
CE10_chr5,5939,6.99,688967,0
CE10_chr5,5940,6.99,688973,0
CE10_chr5,5941,6.99,688993,0
CE10_chr5,5942,6.99,688996,0
CE10_chr5,5943,6.99,689008,0
CE10_chr5,5944,6.99,689028,0
CE10_chr5,5945,6.99,689162,0
CE10_chr5,5946,6.99,689186,0
CE10_chr5,5947,6.99,689188,0
CE10_chr5,5948,6.99,689196,0
CE10_chr5,5949,6.99,689217,0
CE10_chr5,5950,6.99,689235,0
CE10_chr5,5951,6.99,689236,0
CE10_chr5,5952,6.99,689257,0
CE10_chr5,5953,6.99,689263,0
CE10_chr5,5954,6.99,689519,0
CE10_chr5,5961,6.99,692650,0
CE10_chr5,5962,6.99,692800,0.54
CE10_chr5,5963,7.53,692870,0
CE10_chr5,5964,7.53,692935,0.54
CE10_chr5,5965,8.07,696579,0
CE10_chr5,5966,8.07,696743,0
CE10_chr5,5967,8.07,696825,0
CE10_chr5,5968,8.07,696906,0
CE10_chr5,5969,8.07,697018,0
CE10_chr5,5970,8.07,697034,0
CE10_chr5,5971,8.07,697084,0
CE10_chr5,5972,8.07,697300,0.54
CE10_chr5,5973,8.61,697324,0.53
CE10_chr5,5983,9.14,730979,0
CE10_chr5,5995,9.14,767687,0
CE10_chr5,5996,9.14,768043,0
CE10_chr5,5997,9.14,768119,0
CE10_chr5,5998,9.14,806026,0
CE10_chr5,6045,9.14,857127,1.08
CE10_chr5,6047,10.22,868532,0
CE10_chr5,6048,10.22,868764,0
CE10_chr5,6089,10.22,916369,0
CE10_chr5,6090,10.22,916398,0
CE10_chr5,6091,10.22,916458,0
CE10_chr5,6092,10.22,916500,0
CE10_chr5,6093,10.22,916542,0
CE10_chr5,6094,10.22,916584,0
CE10_chr5,6095,10.22,916764,0
CE10_chr5,6096,10.22,916870,0
CE10_chr5,6097,10.22,916887,0
CE10_chr5,6098,10.22,916919,0
CE10_chr5,6099,10.22,916951,0
CE10_chr5,6100,10.22,916974,0
CE10_chr5,6101,10.22,918581,0
CE10_chr5,6102,10.22,918643,0
CE10_chr5,6103,10.22,918667,0
CE10_chr5,6104,10.22,918676,0
CE10_chr5,6105,10.22,918721,0
CE10_chr5,6106,10.22,918724,0
CE10_chr5,6107,10.22,918742,0.54
CE10_chr5,6108,10.76,918997,0
CE10_chr5,6109,10.76,919016,0
CE10_chr5,6110,10.76,919098,0
CE10_chr5,6111,10.76,919125,0
CE10_chr5,6112,10.76,919159,0
CE10_chr5,6113,10.76,919233,0
CE10_chr5,6114,10.76,919310,0
CE10_chr5,6125,10.76,922049,0
CE10_chr5,6126,10.76,922058,0
CE10_chr5,6127,10.76,922100,0
CE10_chr5,6128,10.76,922262,0
CE10_chr5,6129,10.76,922265,0
CE10_chr5,6130,10.76,922275,0
CE10_chr5,6131,10.76,923047,0
CE10_chr5,6132,10.76,923082,0
CE10_chr5,6133,10.76,923083,0
CE10_chr5,6134,10.76,923095,0
CE10_chr5,6135,10.76,923139,1.07
CE10_chr5,6136,11.83,949988,0
CE10_chr5,6137,11.83,950024,0
CE10_chr5,6138,11.83,950042,0
CE10_chr5,6139,11.83,950161,0
CE10_chr5,6140,11.83,950162,0.54
CE10_chr5,6141,12.37,950263,0
CE10_chr5,6142,12.37,950288,0
CE10_chr5,6143,12.37,950429,0
CE10_chr5,6144,12.37,950521,0
CE10_chr5,6145,12.37,950611,0
CE10_chr5,6146,12.37,950747,0
CE10_chr5,6147,12.37,950891,0
CE10_chr5,6161,12.37,955561,0
CE10_chr5,6162,12.37,955943,0
CE10_chr5,6163,12.37,955966,0
CE10_chr5,6164,12.37,956072,0
CE10_chr5,6165,12.37,956128,0
CE10_chr5,6166,12.37,956135,0
CE10_chr5,6167,12.37,956148,0
CE10_chr5,6168,12.37,956171,0
CE10_chr5,6174,12.37,958568,0
CE10_chr5,6175,12.37,958585,0
CE10_chr5,6176,12.37,958625,0
CE10_chr5,6177,12.37,958769,0
CE10_chr5,6178,12.37,958770,0
CE10_chr5,6179,12.37,958944,0
CE10_chr5,6180,12.37,958959,0
CE10_chr5,6181,12.37,958970,0
CE10_chr5,6182,12.37,958977,0
CE10_chr5,6183,12.37,959024,0
CE10_chr5,6184,12.37,959072,0
CE10_chr5,6185,12.37,959073,0
CE10_chr5,6186,12.37,959079,0.54
CE10_chr5,6187,12.91,959242,0
CE10_chr5,6188,12.91,959273,0
CE10_chr5,6189,12.91,959299,0
CE10_chr5,6190,12.91,959305,0.53
CE10_chr5,6191,13.44,978321,0
CE10_chr5,6199,13.44,1054471,0
CE10_chr5,6200,13.44,1054534,1.62
CE10_chr5,6209,15.06,1095545,0
CE10_chr5,6210,15.06,1095791,0
CE10_chr5,6211,15.06,1095881,0
CE10_chr5,6212,15.06,1096050,0
CE10_chr5,6213,15.06,1096642,0
CE10_chr5,6214,15.06,1096687,0
CE10_chr5,6215,15.06,1113657,0
CE10_chr5,6216,15.06,1113690,0
CE10_chr5,6217,15.06,1113762,0
CE10_chr5,6218,15.06,1113796,0
CE10_chr5,6219,15.06,1113822,0
CE10_chr5,6220,15.06,1113852,1.07
CE10_chr5,6221,16.13,1114261,0
CE10_chr5,6222,16.13,1114291,0.54
CE10_chr5,6223,16.67,1139067,0
CE10_chr5,6224,16.67,1139087,0
CE10_chr5,6225,16.67,1139427,0
CE10_chr5,6226,16.67,1140084,0
CE10_chr5,6227,16.67,1140297,0
CE10_chr5,6266,16.67,1163217,0
CE10_chr5,6267,16.67,1163308,0
CE10_chr5,6276,16.67,1177131,0
CE10_chr5,6277,16.67,1177230,0
CE10_chr5,6278,16.67,1177302,0
CE10_chr5,6279,16.67,1177315,0
CE10_chr5,6303,16.67,1181396,0
CE10_chr5,6304,16.67,1181693,0
CE10_chr5,6305,16.67,1181852,0
CE10_chr5,6306,16.67,1182009,0
CE10_chr5,6307,16.67,1182050,0
CE10_chr5,6308,16.67,1182054,0
CE10_chr5,6309,16.67,1186453,0
CE10_chr5,6310,16.67,1186537,0
CE10_chr5,6311,16.67,1186580,0
CE10_chr5,6312,16.67,1186702,0
CE10_chr5,6313,16.67,1186783,0
CE10_chr5,6314,16.67,1186863,0
CE10_chr5,6315,16.67,1186869,0
CE10_chr5,6316,16.67,1186896,0
CE10_chr5,6317,16.67,1186932,0
CE10_chr5,6318,16.67,1187071,0
CE10_chr5,6319,16.67,1187083,0
CE10_chr5,6320,16.67,1187101,0
CE10_chr5,6321,16.67,1187109,0
CE10_chr5,6322,16.67,1187113,0
CE10_chr5,6323,16.67,1187139,0
CE10_chr5,6324,16.67,1187178,0
CE10_chr5,6325,16.67,1187216,0
CE10_chr5,6326,16.67,1187251,0
CE10_chr5,6327,16.67,1187260,0
CE10_chr5,6328,16.67,1187273,0.54
CE10_chr5,6381,17.21,1326454,0
CE10_chr5,6382,17.21,1326642,0
CE10_chr5,6383,17.21,1328968,0
CE10_chr5,6384,17.21,1329195,0
CE10_chr5,6385,17.21,1330795,0
CE10_chr5,6386,17.21,1330805,0
CE10_chr5,6387,17.21,1334909,0
CE10_chr5,6388,17.21,1334922,0
CE10_chr5,6389,17.21,1357787,0
CE10_chr5,6390,17.21,1357801,0
CE10_chr5,6391,17.21,1357825,0
CE10_chr5,6460,17.21,1397052,0
CE10_chr5,6461,17.21,1397118,0
CE10_chr5,6463,17.21,1422173,0
CE10_chr5,6464,17.21,1422217,1.07
CE10_chr5,6468,18.28,1440320,0.54
CE10_chr5,6513,18.82,1598288,0
CE10_chr5,6514,18.82,1598333,0.54
CE10_chr5,7086,19.36,1813120,0
CE10_chr5,7087,19.36,1813273,1.08
CE10_chr5,7088,20.44,1869294,0
CE10_chr5,7089,20.44,1869409,0
CE10_chr5,7090,20.44,1869410,0
CE10_chr5,7091,20.44,1869571,0
CE10_chr5,7092,20.44,1869588,0
CE10_chr5,7093,20.44,1869595,0
CE10_chr5,7094,20.44,1869605,0
CE10_chr5,7095,20.44,1869618,0
CE10_chr5,7096,20.44,1869652,0
CE10_chr5,7097,20.44,1869770,0
CE10_chr5,7098,20.44,1869846,0
CE10_chr5,7099,20.44,1869929,0
CE10_chr5,7100,20.44,1883876,0.53
CE10_chr5,7101,20.97,1884860,0
CE10_chr5,7102,20.97,1884865,0
CE10_chr5,7103,20.97,1884909,0
CE10_chr5,7104,20.97,1884966,0
CE10_chr5,7105,20.97,1884990,0
CE10_chr5,7106,20.97,1884992,0
CE10_chr5,7110,20.97,1912094,0
CE10_chr5,7111,20.97,1912131,0
CE10_chr5,7112,20.97,1912290,0
CE10_chr5,7113,20.97,1912323,0
CE10_chr5,7114,20.97,1912376,0
CE10_chr5,7115,20.97,1912413,0
CE10_chr5,7116,20.97,1912416,0
CE10_chr5,7117,20.97,1912422,0
CE10_chr5,7156,20.97,1955495,0
CE10_chr5,7157,20.97,1955590,0
CE10_chr5,7158,20.97,1955606,0
CE10_chr5,7159,20.97,1955616,0
CE10_chr5,7160,20.97,1955663,0
CE10_chr5,7161,20.97,1955692,0
CE10_chr5,7162,20.97,1955755,0
CE10_chr5,7163,20.97,1955865,0
CE10_chr5,7164,20.97,1955888,0
CE10_chr5,7165,20.97,1955920,0
CE10_chr5,7166,20.97,1955922,0
CE10_chr5,7167,20.97,1955936,0
CE10_chr5,7168,20.97,1955953,0
CE10_chr5,7169,20.97,1955973,0
CE10_chr5,7170,20.97,1955986,0
CE10_chr5,7171,20.97,1956088,0
CE10_chr5,7172,20.97,1956106,0
CE10_chr5,7173,20.97,1956121,0
CE10_chr5,7174,20.97,1956154,0
CE10_chr5,7175,20.97,1956179,0
CE10_chr5,7181,20.97,1984528,0
CE10_chr5,7182,20.97,1984699,0
CE10_chr5,7183,20.97,1988651,0
CE10_chr5,7184,20.97,1988697,0
CE10_chr5,7185,20.97,1989058,0
CE10_chr5,7186,20.97,1989473,0.54
CE10_chr5,7187,21.51,1989488,0
CE10_chr5,7191,21.51,1994282,0
CE10_chr5,7192,21.51,1994459,0.54
CE10_chr5,7193,22.05,1994581,0
CE10_chr5,7194,22.05,1994827,0
CE10_chr5,7195,22.05,1995244,0
CE10_chr5,7196,22.05,1995443,0
CE10_chr5,7197,22.05,1995475,0
CE10_chr5,7202,22.05,2001088,0
CE10_chr5,7203,22.05,2001097,0
CE10_chr5,7204,22.05,2001105,0
CE10_chr5,7205,22.05,2001113,0
CE10_chr5,7206,22.05,2001126,0
CE10_chr5,7207,22.05,2001141,0
CE10_chr5,7208,22.05,2001393,1.07
CE10_chr5,7229,23.12,2024640,0
CE10_chr5,7230,23.12,2024947,0
CE10_chr5,7231,23.12,2025336,0
CE10_chr5,7232,23.12,2027262,0
CE10_chr5,7233,23.12,2027449,0.54
CE10_chr5,7260,23.66,2054105,0
CE10_chr5,7261,23.66,2054149,0
CE10_chr5,7262,23.66,2054222,0
CE10_chr5,7263,23.66,2054270,0
CE10_chr5,7281,23.66,2125689,0
CE10_chr5,7282,23.66,2125757,0
CE10_chr5,7283,23.66,2125776,0
CE10_chr5,7284,23.66,2125815,0
CE10_chr5,7285,23.66,2140394,0
CE10_chr5,7286,23.66,2140410,0
CE10_chr5,7287,23.66,2140466,0
CE10_chr5,7288,23.66,2140576,0
CE10_chr5,7289,23.66,2140596,0
CE10_chr5,7290,23.66,2146092,0
CE10_chr5,7291,23.66,2146165,0
CE10_chr5,7292,23.66,2146270,0.54
CE10_chr5,7293,24.2,2146320,0
CE10_chr5,7294,24.2,2146365,0
CE10_chr5,7295,24.2,2146367,0
CE10_chr5,7296,24.2,2146723,0
CE10_chr5,7297,24.2,2146818,0
CE10_chr5,7298,24.2,2146837,0
CE10_chr5,7299,24.2,2146893,0
CE10_chr5,7300,24.2,2146956,0
CE10_chr5,7301,24.2,2182172,1.61
CE10_chr5,7302,25.81,2191615,0
CE10_chr5,7303,25.81,2191801,0
CE10_chr5,7304,25.81,2191821,0
CE10_chr5,7305,25.81,2192060,0
CE10_chr5,7320,25.81,2341236,0
CE10_chr5,7321,25.81,2341395,0
CE10_chr5,7322,25.81,2341479,0
CE10_chr5,7353,25.81,2472777,0
CE10_chr5,7354,25.81,2472936,0
CE10_chr5,7355,25.81,2473170,0
CE10_chr5,7356,25.81,2476665,0
CE10_chr5,7357,25.81,2476683,0
CE10_chr5,7358,25.81,2476698,0
CE10_chr5,7359,25.81,2477490,0
CE10_chr5,7361,25.81,2488535,0
CE10_chr5,7362,25.81,2488757,0
CE10_chr5,7363,25.81,2488972,0
CE10_chr5,7364,25.81,2489129,0
CE10_chr5,7365,25.81,2489546,0
CE10_chr5,7366,25.81,2489799,0
CE10_chr5,7367,25.81,2489876,0
CE10_chr5,7368,25.81,2489929,0
CE10_chr5,7369,25.81,2489945,0
CE10_chr5,7392,25.81,2546658,0
CE10_chr5,7393,25.81,2546921,0.54
CE10_chr5,7394,26.35,2547184,0
CE10_chr5,7395,26.35,2547256,0.54
CE10_chr5,7396,26.89,2547301,0
CE10_chr5,7397,26.89,2547445,2.15
CE10_chr5,22452,29.04,2861469,0
CE10_chr5,22451,29.04,2861734,1.07
CE10_chr5,22386,30.11,2981304,0
CE10_chr5,22385,30.11,2981322,0
CE10_chr5,22384,30.11,2981397,1.08
CE10_chr5,22383,31.19,2981445,0
CE10_chr5,22382,31.19,2981461,0
CE10_chr5,22381,31.19,3006902,0
CE10_chr5,22380,31.19,3006993,0
CE10_chr5,22379,31.19,3007686,0
CE10_chr5,22378,31.19,3013733,0
CE10_chr5,22377,31.19,3013744,0
CE10_chr5,22376,31.19,3013836,0
CE10_chr5,22375,31.19,3013889,0
CE10_chr5,22374,31.19,3013940,0
CE10_chr5,22373,31.19,3014077,0.54
CE10_chr5,22372,31.73,3032706,0
CE10_chr5,22371,31.73,3032912,0
CE10_chr5,22370,31.73,3032928,0
CE10_chr5,22369,31.73,3032971,0
CE10_chr5,22368,31.73,3033101,0
CE10_chr5,22367,31.73,3033112,0
CE10_chr5,22363,31.73,3042193,0
CE10_chr5,22362,31.73,3042258,0
CE10_chr5,22355,31.73,3166477,0
CE10_chr5,22354,31.73,3166480,0
CE10_chr5,22353,31.73,3166495,0
CE10_chr5,22352,31.73,3166501,0
CE10_chr5,22351,31.73,3166732,0
CE10_chr5,22350,31.73,3166793,0
CE10_chr5,22349,31.73,3166831,0
CE10_chr5,22348,31.73,3166864,0
CE10_chr5,22347,31.73,3166902,0
CE10_chr5,22346,31.73,3166908,0
CE10_chr5,22345,31.73,3166931,0
CE10_chr5,22344,31.73,3166955,0
CE10_chr5,22343,31.73,3166964,0
CE10_chr5,22342,31.73,3166975,0
CE10_chr5,22338,31.73,3185287,0
CE10_chr5,22337,31.73,3185360,0
CE10_chr5,22336,31.73,3185809,0
CE10_chr5,22335,31.73,3191281,0
CE10_chr5,22334,31.73,3191313,0
CE10_chr5,22333,31.73,3191351,0
CE10_chr5,22332,31.73,3191508,0
CE10_chr5,22331,31.73,3191623,0
CE10_chr5,22330,31.73,3191659,0
CE10_chr5,22329,31.73,3191838,0
CE10_chr5,22328,31.73,3191961,0
CE10_chr5,22327,31.73,3192240,0
CE10_chr5,22326,31.73,3192270,0
CE10_chr5,22321,31.73,3195857,0
CE10_chr5,22320,31.73,3195917,0
CE10_chr5,22319,31.73,3201792,0
CE10_chr5,22317,31.73,3210112,0
CE10_chr5,22316,31.73,3210149,0
CE10_chr5,22315,31.73,3210470,0
CE10_chr5,22314,31.73,3211624,0
CE10_chr5,22313,31.73,3211688,0
CE10_chr5,22312,31.73,3212649,0
CE10_chr5,22311,31.73,3220254,0
CE10_chr5,22310,31.73,3220295,0
CE10_chr5,22309,31.73,3220920,0
CE10_chr5,22306,31.73,3231809,0
CE10_chr5,22305,31.73,3231823,0
CE10_chr5,22297,31.73,3237154,0
CE10_chr5,22281,31.73,3261351,0
CE10_chr5,22280,31.73,3261384,0
CE10_chr5,22279,31.73,3261419,0
CE10_chr5,22278,31.73,3261460,0
CE10_chr5,22277,31.73,3261461,0
CE10_chr5,22276,31.73,3261483,0
CE10_chr5,22275,31.73,3261513,0
CE10_chr5,22274,31.73,3261537,0
CE10_chr5,22273,31.73,3261619,0
CE10_chr5,22272,31.73,3261778,0
CE10_chr5,22271,31.73,3261820,0
CE10_chr5,22270,31.73,3261830,0
CE10_chr5,22269,31.73,3261945,0
CE10_chr5,22268,31.73,3262079,0
CE10_chr5,22267,31.73,3262173,0
CE10_chr5,22266,31.73,3262178,0
CE10_chr5,22265,31.73,3262237,0
CE10_chr5,22264,31.73,3262333,0
CE10_chr5,22263,31.73,3262354,0
CE10_chr5,22262,31.73,3262363,0
CE10_chr5,22261,31.73,3262366,0
CE10_chr5,22260,31.73,3262367,0
CE10_chr5,22259,31.73,3262381,0
CE10_chr5,22258,31.73,3262411,0
CE10_chr5,22257,31.73,3262415,0
CE10_chr5,22256,31.73,3262458,0
CE10_chr5,22255,31.73,3262460,0
CE10_chr5,22254,31.73,3262478,0
CE10_chr5,22253,31.73,3262523,0.54
CE10_chr5,22252,32.27,3262752,0
CE10_chr5,22251,32.27,3262823,0
CE10_chr5,22250,32.27,3262832,0
CE10_chr5,22249,32.27,3263074,0
CE10_chr5,22248,32.27,3263265,0
CE10_chr5,22247,32.27,3269112,0
CE10_chr5,22246,32.27,3269435,0
CE10_chr5,22245,32.27,3269654,0
CE10_chr5,22244,32.27,3269689,0
CE10_chr5,22243,32.27,3269783,0
CE10_chr5,22242,32.27,3269838,0
CE10_chr5,22241,32.27,3270108,0
CE10_chr5,22240,32.27,3270151,0
CE10_chr5,22239,32.27,3270229,0
CE10_chr5,22238,32.27,3270284,0
CE10_chr5,22237,32.27,3270537,0
CE10_chr5,22236,32.27,3270600,0
CE10_chr5,22235,32.27,3270884,0
CE10_chr5,22234,32.27,3270951,0
CE10_chr5,22233,32.27,3271112,0
CE10_chr5,22232,32.27,3271183,0
CE10_chr5,22227,32.27,3298235,0
CE10_chr5,22226,32.27,3298266,0
CE10_chr5,22225,32.27,3298299,0
CE10_chr5,22224,32.27,3298306,0
CE10_chr5,22223,32.27,3298310,0
CE10_chr5,22222,32.27,3298374,0
CE10_chr5,22221,32.27,3298504,0
CE10_chr5,22220,32.27,3298671,0
CE10_chr5,22219,32.27,3298798,0
CE10_chr5,22218,32.27,3298819,0
CE10_chr5,22217,32.27,3298823,0
CE10_chr5,22216,32.27,3298849,0
CE10_chr5,22215,32.27,3298852,0
CE10_chr5,22214,32.27,3298888,0
CE10_chr5,22213,32.27,3298943,0
CE10_chr5,22212,32.27,3298994,0
CE10_chr5,22211,32.27,3299008,0
CE10_chr5,22210,32.27,3299016,0
CE10_chr5,22209,32.27,3299029,0
CE10_chr5,22208,32.27,3299035,0
CE10_chr5,22207,32.27,3299142,0
CE10_chr5,22206,32.27,3299168,0
CE10_chr5,22205,32.27,3299179,0
CE10_chr5,22204,32.27,3299187,0
CE10_chr5,22203,32.27,3299190,0
CE10_chr5,22202,32.27,3299337,0
CE10_chr5,22201,32.27,3310855,0
CE10_chr5,22200,32.27,3310889,0
CE10_chr5,22199,32.27,3310892,0
CE10_chr5,22198,32.27,3310904,0
CE10_chr5,22197,32.27,3310967,0
CE10_chr5,22196,32.27,3310971,0
CE10_chr5,22195,32.27,3311024,0
CE10_chr5,22194,32.27,3311041,0
CE10_chr5,22193,32.27,3311078,0
CE10_chr5,22192,32.27,3311100,0
CE10_chr5,22191,32.27,3311186,0
CE10_chr5,22190,32.27,3311197,0
CE10_chr5,22189,32.27,3311240,0.53
CE10_chr5,22188,32.8,3311359,0
CE10_chr5,22187,32.8,3311404,0
CE10_chr5,22186,32.8,3344143,0
CE10_chr5,22182,32.8,3350300,0
CE10_chr5,22181,32.8,3350315,0
CE10_chr5,22180,32.8,3350470,0
CE10_chr5,22179,32.8,3350501,0
CE10_chr5,22178,32.8,3350856,0
CE10_chr5,22177,32.8,3351182,0
CE10_chr5,22176,32.8,3357564,0
CE10_chr5,22175,32.8,3357758,0
CE10_chr5,22174,32.8,3357908,0
CE10_chr5,22173,32.8,3358238,0
CE10_chr5,22172,32.8,3366807,0
CE10_chr5,22171,32.8,3367044,0.54
CE10_chr5,22170,33.34,3372951,0
CE10_chr5,22169,33.34,3372952,0
CE10_chr5,22168,33.34,3372967,0
CE10_chr5,22167,33.34,3373161,0
CE10_chr5,22166,33.34,3373302,0
CE10_chr5,22165,33.34,3373319,0
CE10_chr5,22164,33.34,3373494,0
CE10_chr5,22163,33.34,3373696,0
CE10_chr5,22162,33.34,3378396,0
CE10_chr5,22161,33.34,3378479,0
CE10_chr5,22160,33.34,3378485,0
CE10_chr5,22159,33.34,3378516,0
CE10_chr5,22158,33.34,3378567,0
CE10_chr5,22157,33.34,3378626,0
CE10_chr5,22156,33.34,3400528,0
CE10_chr5,22155,33.34,3400958,0
CE10_chr5,22154,33.34,3401310,0
CE10_chr5,22153,33.34,3401312,0
CE10_chr5,22152,33.34,3401326,0
CE10_chr5,22151,33.34,3401399,0
CE10_chr5,22150,33.34,3401414,0
CE10_chr5,22149,33.34,3401426,0
CE10_chr5,22144,33.34,3441348,0
CE10_chr5,22143,33.34,3441364,0
CE10_chr5,22142,33.34,3441497,0
CE10_chr5,22141,33.34,3441514,0
CE10_chr5,22140,33.34,3441660,0.54
CE10_chr5,22139,33.88,3446779,0
CE10_chr5,22138,33.88,3446793,0
CE10_chr5,22137,33.88,3446956,0
CE10_chr5,22136,33.88,3446993,0
CE10_chr5,22120,33.88,3450501,0
CE10_chr5,22119,33.88,3450538,0
CE10_chr5,22118,33.88,3450648,0
CE10_chr5,22117,33.88,3450706,0
CE10_chr5,22116,33.88,3450759,0
CE10_chr5,22115,33.88,3450772,0
CE10_chr5,22114,33.88,3451166,0
CE10_chr5,22112,33.88,3459924,0
CE10_chr5,22111,33.88,3459940,0
CE10_chr5,22110,33.88,3460905,0
CE10_chr5,22108,33.88,3465668,0
CE10_chr5,22107,33.88,3466031,0
CE10_chr5,22106,33.88,3466114,0
CE10_chr5,22105,33.88,3466279,0
CE10_chr5,8040,33.88,3533885,0
CE10_chr5,8030,33.88,3547979,0
CE10_chr5,8029,33.88,3548088,0
CE10_chr5,8025,33.88,3567590,0
CE10_chr5,8024,33.88,3567597,0
CE10_chr5,8023,33.88,3567608,0
CE10_chr5,8022,33.88,3567612,0
CE10_chr5,8021,33.88,3567620,0
CE10_chr5,8020,33.88,3568187,0
CE10_chr5,8019,33.88,3568220,0
CE10_chr5,8018,33.88,3568241,0
CE10_chr5,8017,33.88,3568253,0
CE10_chr5,8016,33.88,3568281,0
CE10_chr5,8015,33.88,3568318,0
CE10_chr5,8014,33.88,3568522,0
CE10_chr5,8013,33.88,3568623,0
CE10_chr5,8012,33.88,3568634,0
CE10_chr5,8011,33.88,3568727,0
CE10_chr5,8010,33.88,3572100,0
CE10_chr5,8009,33.88,3572154,0
CE10_chr5,8008,33.88,3572338,0
CE10_chr5,8007,33.88,3572343,0
CE10_chr5,8006,33.88,3572385,0
CE10_chr5,8005,33.88,3572476,0
CE10_chr5,8004,33.88,3572503,0
CE10_chr5,8003,33.88,3572513,0
CE10_chr5,8002,33.88,3572526,0
CE10_chr5,8001,33.88,3572529,0
CE10_chr5,8000,33.88,3572542,0
