chr2.0,marker,cM,bp2.0
CE10_chr2,7057,55.4,854676
CE10_chr2,7056,56.47,828054
CE10_chr2,7055,56.47,827981
CE10_chr2,7053,56.47,790001
CE10_chr2,7052,56.47,776912
CE10_chr2,7051,56.47,776829
CE10_chr2,7050,57.01,754463
CE10_chr2,7049,57.01,754440
CE10_chr2,7047,57.01,698752
CE10_chr2,7045,57.01,612559
CE10_chr2,7044,57.01,612471
CE10_chr2,7042,57.01,567697
CE10_chr2,7038,57.01,557586
CE10_chr2,7037,57.01,557577
CE10_chr2,7036,57.01,557393
CE10_chr2,7035,57.01,557326
CE10_chr2,7034,57.01,557321
CE10_chr2,7033,57.01,557069
CE10_chr2,7032,57.01,555052
CE10_chr2,7031,57.01,552234
CE10_chr2,7030,57.55,493987
CE10_chr2,7029,57.55,480482
CE10_chr2,7007,58.62,241402
CE10_chr2,7006,59.16,241336
CE10_chr2,7004,59.16,235342
CE10_chr2,7003,59.16,235325
CE10_chr2,6988,59.16,160828
CE10_chr2,6987,59.16,160680
CE10_chr2,6986,59.16,137562
CE10_chr2,6985,59.16,137216
CE10_chr2,6984,59.16,134811
CE10_chr2,6983,59.16,134769
CE10_chr2,6982,59.16,134625
CE10_chr2,6981,60.24,133805
CE10_chr2,6979,62.39,25966
CE10_chr7,21130,0,45824157
CE10_chr7,21131,1.08,45824136
CE10_chr7,21135,2.15,45823983
CE10_chr7,21136,3.23,45804540
CE10_chr7,21137,3.23,45804505
CE10_chr7,21138,3.76,45783897
CE10_chr7,21139,3.76,45783821
CE10_chr7,21140,3.76,45774973
CE10_chr7,21141,3.76,45774972
CE10_chr7,21142,3.76,45774941
CE10_chr7,21143,3.76,45774937
CE10_chr7,21144,3.76,45774936
CE10_chr7,21145,3.76,45774932
CE10_chr7,21146,3.76,45774916
CE10_chr7,21147,3.76,45774914
CE10_chr7,21148,3.76,45774885
CE10_chr7,21149,3.76,45774872
CE10_chr7,21150,3.76,45774864
CE10_chr7,21151,3.76,45724339
CE10_chr7,21152,3.76,45724256
CE10_chr7,21153,3.76,45724255
CE10_chr7,21154,3.76,45724248
CE10_chr7,21155,3.76,45712653
CE10_chr7,21156,3.76,45711580
CE10_chr7,21157,3.76,45711471
CE10_chr7,21158,3.76,45680014
CE10_chr7,21159,3.76,45679917
CE10_chr7,21160,3.76,45668278
CE10_chr7,21162,3.76,45661479
CE10_chr7,21163,3.76,45660894
CE10_chr7,21164,3.76,45660707
CE10_chr7,21165,3.76,45611581
CE10_chr7,21166,3.76,45611499
CE10_chr7,21167,3.76,45611484
CE10_chr7,21168,3.76,45611350
CE10_chr7,21169,3.76,45611345
CE10_chr7,21170,3.76,45610894
CE10_chr7,21172,3.76,45441156
CE10_chr7,21173,3.76,45440973
CE10_chr7,21174,3.76,45430177
CE10_chr7,21175,3.76,45430172
CE10_chr7,21176,3.76,45430169
CE10_chr7,21177,3.76,45430168
CE10_chr7,21178,3.76,45430090
CE10_chr7,21179,3.76,45430054
CE10_chr7,21180,3.76,45430053
CE10_chr7,21181,3.76,45430048
CE10_chr7,21182,4.3,45429599
CE10_chr7,21183,4.3,45429595
CE10_chr7,78,4.84,44288599
CE10_chr7,79,5.38,44288579
CE10_chr7,80,5.38,44288570
CE10_chr7,81,5.38,44288563
CE10_chr7,82,5.38,44288562
CE10_chr7,83,5.38,44288535
CE10_chr7,84,5.38,44288498
CE10_chr7,85,5.38,44288442
CE10_chr7,86,5.38,44288379
CE10_chr7,87,5.38,43799598
CE10_chr7,88,5.38,43799591
CE10_chr7,89,5.38,43799584
CE10_chr7,90,5.38,43743498
CE10_chr7,91,5.38,43514839
CE10_chr7,92,5.38,43514821
CE10_chr7,93,5.38,43514801
CE10_chr7,94,5.38,43504698
CE10_chr7,95,5.38,43504508
CE10_chr7,96,5.38,43504505
CE10_chr7,97,5.38,43473088
CE10_chr7,3723,5.91,25749196
CE10_chr7,3722,6.45,25718365
CE10_chr7,3721,6.45,25718364
CE10_chr7,3720,6.45,24613639
CE10_chr7,3719,6.45,24613447
CE10_chr7,5498,6.45,38153558
CE10_chr7,5509,6.45,38475567
CE10_chr7,5508,6.45,38475166
CE10_chr7,8099,6.45,12923866
CE10_chr7,8098,6.45,14165680
CE10_chr7,8097,6.45,14165681
CE10_chr7,8096,6.45,14165682
CE10_chr7,8095,6.45,14165721
CE10_chr7,8094,6.45,14350591
CE10_chr7,8092,6.45,14557115
CE10_chr7,8091,6.45,14557125
CE10_chr7,8090,6.45,14557323
CE10_chr7,8089,6.45,14557343
CE10_chr7,8088,6.45,14557499
CE10_chr7,8087,6.45,14557547
CE10_chr7,8086,6.45,14557627
CE10_chr7,8085,6.45,14557634
CE10_chr7,8081,6.45,14560325
CE10_chr7,8080,6.45,14560342
CE10_chr7,8078,6.45,14560382
CE10_chr7,8077,6.45,14560386
CE10_chr7,8076,6.45,14560639
CE10_chr7,8075,6.45,14560827
CE10_chr7,12963,6.45,18032473
CE10_chr7,12962,6.45,18032416
CE10_chr7,13191,6.45,21216598
CE10_chr7,17215,6.45,34578995
CE10_chr7,17371,6.45,26563439
CE10_chr7,17370,6.45,26218018
CE10_chr7,19023,6.45,37175825
CE10_chr7,19022,6.45,37225247
CE10_chr7,19021,6.45,37225538
CE10_chr7,19019,6.45,37333483
CE10_chr7,19018,6.45,37333536
CE10_chr7,19017,6.45,37333756
CE10_chr7,19016,6.45,37333824
CE10_chr7,19009,6.45,37333983
CE10_chr7,19334,6.45,17044146
CE10_chr7,19333,6.45,16521940
CE10_chr7,19332,6.45,16521939
CE10_chr7,19331,6.45,16521938
CE10_chr7,19330,6.45,16521936
CE10_chr7,19329,6.45,16521905
CE10_chr7,19328,6.45,16521902
CE10_chr7,19327,6.45,16521860
CE10_chr7,19380,6.45,39211632
CE10_chr7,19379,6.45,39223140
CE10_chr7,19378,6.45,39223142
CE10_chr7,19377,6.45,39223149
CE10_chr7,19376,6.45,39520528
CE10_chr7,19375,6.45,39877365
CE10_chr7,19374,6.45,40532480
CE10_chr7,19373,6.45,40588476
CE10_chr7,19389,6.45,41561587
CE10_chr7,19387,6.45,41456297
CE10_chr7,19386,6.45,41406769
CE10_chr7,19385,6.45,41122891
CE10_chr7,19384,6.45,40825614
CE10_chr7,19383,6.45,40825611
CE10_chr7,20006,6.45,32371372
CE10_chr7,20005,6.45,32371630
NA,21187,6.45,NA
NA,21186,6.45,NA
NA,21185,6.45,NA
NA,21184,6.45,NA
CE10_chr7,7778,6.45,41896704
CE10_chr7,7779,7.53,41897055
CE10_chr7,7780,7.53,41897063
CE10_chr7,7781,7.53,41897074
CE10_chr7,7782,7.53,41897086
CE10_chr7,7783,8.07,41906692
CE10_chr7,22839,8.07,44911387
CE10_chr7,22840,8.07,44911342
CE10_chr7,22843,8.07,44911249
CE10_chr7,22844,8.07,44911247
CE10_chr7,22845,8.07,44911226
CE10_chr7,22846,8.07,44911225
CE10_chr7,22847,8.07,44911111
CE10_chr7,22848,8.07,44911049
CE10_chr7,22849,8.6,44911015
CE10_chr7,22850,8.6,44911011
CE10_chr7,22851,8.6,44911009
CE10_chr7,22852,8.6,44911005
CE10_chr7,8147,10.22,8970390
CE10_chr7,8148,10.22,8970198
CE10_chr7,8167,10.22,8115628
CE10_chr7,8168,10.22,8115601
CE10_chr7,8169,11.29,8042694
CE10_chr7,8170,11.29,8042689
CE10_chr7,8171,11.29,8009726
CE10_chr7,8179,11.83,7853820
CE10_chr7,8180,12.37,7853673
CE10_chr7,8182,12.37,7829496
CE10_chr7,8183,12.9,7780411
CE10_chr7,8184,12.9,7780373
CE10_chr7,8185,12.9,7780277
CE10_chr7,8186,12.9,7780247
CE10_chr7,8187,12.9,7780191
CE10_chr7,8188,12.9,7662278
CE10_chr7,8189,12.9,7662276
CE10_chr7,8190,13.44,7602214
CE10_chr7,8191,13.44,7602113
CE10_chr7,8192,13.44,7601829
CE10_chr7,8193,13.44,7601751
CE10_chr7,8194,13.44,7588285
CE10_chr7,8195,13.44,7587079
CE10_chr7,8196,13.44,7585923
CE10_chr7,8197,13.44,7514838
CE10_chr7,8198,13.44,7514828
CE10_chr7,8199,13.44,7514230
CE10_chr7,8200,13.44,7506102
CE10_chr7,8201,13.44,7392221
CE10_chr7,8202,13.44,7391766
CE10_chr7,8203,13.44,7391302
CE10_chr7,8204,13.44,7391045
CE10_chr7,8205,13.44,7369226
CE10_chr7,8206,13.44,7329262
CE10_chr7,8207,13.44,7329261
CE10_chr7,8208,13.44,7329231
CE10_chr7,8209,13.44,7329230
CE10_chr7,8210,13.44,7329229
CE10_chr7,8213,13.44,7213524
CE10_chr7,8214,13.44,7187169
CE10_chr7,8215,13.44,7187131
CE10_chr7,8216,13.44,7187130
CE10_chr7,8217,13.44,7187105
CE10_chr7,8218,13.44,7187044
CE10_chr7,8219,13.44,7186847
CE10_chr7,8220,13.44,7141566
CE10_chr7,8221,13.44,7141465
CE10_chr7,8222,13.44,7141389
CE10_chr7,8250,13.98,6711186
CE10_chr7,8251,13.98,6711184
CE10_chr7,8252,13.98,6711160
CE10_chr7,8253,13.98,6711143
CE10_chr7,8254,13.98,6710607
CE10_chr7,8265,13.98,6457344
CE10_chr7,8266,13.98,6457265
CE10_chr7,8294,14.52,6199338
CE10_chr7,8295,14.52,6199319
CE10_chr7,8296,14.52,6198488
CE10_chr7,8297,14.52,6183975
CE10_chr7,8299,15.06,6036213
CE10_chr7,8300,15.06,6036084
CE10_chr7,8301,15.06,6035912
CE10_chr7,8302,15.06,6035903
CE10_chr7,8303,15.06,6035872
CE10_chr7,8304,15.06,6035839
CE10_chr7,8305,15.06,6035822
CE10_chr7,8306,15.06,6035816
CE10_chr7,8307,15.06,6035803
CE10_chr7,8308,15.06,6035790
CE10_chr7,8309,15.06,6035788
CE10_chr7,8310,15.06,6035783
CE10_chr7,8311,15.06,6035768
CE10_chr7,8312,15.06,6035735
CE10_chr7,8313,15.06,6035720
CE10_chr7,8314,15.06,6035707
CE10_chr7,8315,15.06,6035704
CE10_chr7,8316,15.06,6035703
CE10_chr7,8317,15.06,6035553
CE10_chr7,8318,15.06,6035531
CE10_chr7,8319,15.06,6035529
CE10_chr7,8320,15.06,6035517
CE10_chr7,8321,15.06,6035473
CE10_chr7,8322,15.06,6010714
CE10_chr7,8324,15.06,5965876
CE10_chr7,8325,15.06,5965852
CE10_chr7,8326,15.06,5965762
CE10_chr7,8327,15.06,5922488
CE10_chr7,8328,15.06,5920477
CE10_chr7,8329,15.06,5920476
CE10_chr7,8330,15.06,5920409
CE10_chr7,8331,15.06,5920403
CE10_chr7,8332,15.06,5920388
CE10_chr7,8344,16.13,5682917
CE10_chr7,8345,16.13,5682905
CE10_chr7,8346,16.13,5682869
CE10_chr7,8347,16.13,5682809
CE10_chr7,8348,16.13,5682787
CE10_chr7,8362,16.13,5663661
CE10_chr7,8363,16.13,5663638
CE10_chr7,8393,16.67,5276993
CE10_chr7,8394,16.67,5276908
CE10_chr7,8395,16.67,5275557
CE10_chr7,8400,16.67,5233855
CE10_chr7,8403,16.67,5217586
CE10_chr7,8404,16.67,5217519
CE10_chr7,8405,16.67,5217516
CE10_chr7,8406,16.67,5217514
CE10_chr7,8407,16.67,5217508
CE10_chr7,8408,17.21,5217490
CE10_chr7,8409,17.21,5217487
CE10_chr7,8410,17.21,5217289
CE10_chr7,8411,17.74,5185695
CE10_chr7,8412,17.74,5184931
CE10_chr7,8413,17.74,5184865
CE10_chr7,8414,17.74,5184638
CE10_chr7,8415,17.74,5184623
CE10_chr7,8419,17.74,4984476
CE10_chr7,8420,17.74,4977559
CE10_chr7,8421,17.74,4977508
CE10_chr7,8422,17.74,4977375
CE10_chr7,8423,17.74,4977363
CE10_chr7,8424,17.74,4977284
CE10_chr7,8425,17.74,4976472
CE10_chr7,8426,17.74,4976363
CE10_chr7,8427,17.74,4976254
CE10_chr7,8428,17.74,4976245
CE10_chr7,8429,17.74,4976226
CE10_chr7,8430,17.74,4976152
CE10_chr7,8431,17.74,4976146
CE10_chr7,8432,17.74,4975946
CE10_chr7,8433,17.74,4975945
CE10_chr7,8434,17.74,4975912
CE10_chr7,8435,17.74,4975866
CE10_chr7,8436,17.74,4975827
CE10_chr7,8437,17.74,4975824
CE10_chr7,8438,17.74,4975757
CE10_chr7,8439,17.74,4975755
CE10_chr7,8440,17.74,4975747
CE10_chr7,8441,17.74,4975735
CE10_chr7,8442,17.74,4975710
CE10_chr7,8443,17.74,4975680
CE10_chr7,8444,17.74,4958129
CE10_chr7,8445,17.74,4958096
CE10_chr7,8446,18.28,4927280
CE10_chr7,8447,18.28,4900905
CE10_chr7,8448,18.28,4846282
CE10_chr7,8450,18.28,4771245
CE10_chr7,8451,18.28,4771239
CE10_chr7,8452,18.28,4771032
CE10_chr7,8454,18.28,4756439
CE10_chr7,8455,18.28,4756437
CE10_chr7,8456,18.28,4751971
CE10_chr7,8490,18.28,4666139
CE10_chr7,8491,18.28,4666024
CE10_chr7,8494,18.28,4640001
CE10_chr7,8495,18.28,4640000
CE10_chr7,8496,18.28,4639883
CE10_chr7,8566,19.36,4407584
CE10_chr7,8567,19.36,4407541
CE10_chr7,8568,19.36,4407187
CE10_chr7,8569,19.36,4407169
CE10_chr7,8570,19.36,4407164
CE10_chr7,8571,19.36,4407121
CE10_chr7,8572,19.36,4407087
CE10_chr7,8573,19.36,4407086
CE10_chr7,8574,19.36,4407085
CE10_chr7,8575,20.43,4406926
CE10_chr7,8576,20.43,4406859
CE10_chr7,8595,20.97,4336489
CE10_chr7,8596,20.97,4336455
CE10_chr7,8597,20.97,4336335
CE10_chr7,8611,20.97,4315824
CE10_chr7,8612,20.97,4315777
CE10_chr7,8613,20.97,4315288
CE10_chr7,8623,20.97,4285994
CE10_chr7,8624,20.97,4285903
CE10_chr7,8632,22.05,4249121
CE10_chr7,8633,22.05,4249058
CE10_chr7,8634,23.12,4134772
CE10_chr7,8635,23.12,4134736
CE10_chr7,8636,23.12,4134564
CE10_chr7,8637,23.12,4134527
CE10_chr7,8638,23.12,4134526
CE10_chr7,8639,23.12,4134497
CE10_chr7,8640,23.12,4134471
CE10_chr7,8641,23.12,4134414
CE10_chr7,8642,23.12,4134343
CE10_chr7,8643,23.12,4134335
CE10_chr7,8644,23.12,4134324
CE10_chr7,8645,23.12,4134226
CE10_chr7,8646,23.12,4133793
CE10_chr7,8647,23.12,4133773
CE10_chr7,8648,23.12,4133591
CE10_chr7,8651,23.12,4128073
CE10_chr7,8652,23.12,4127587
CE10_chr7,8653,23.12,4127576
CE10_chr7,8654,23.12,4127566
CE10_chr7,8655,23.12,4127554
CE10_chr7,8656,23.12,4127401
CE10_chr7,8657,23.12,4127176
CE10_chr7,8658,23.12,4127157
CE10_chr7,8659,23.12,4127069
CE10_chr7,8660,23.12,4127055
CE10_chr7,8661,23.12,4126992
CE10_chr7,8662,23.12,4126935
CE10_chr7,8663,23.12,4126812
CE10_chr7,8664,23.12,4126781
CE10_chr7,8665,23.66,4081443
CE10_chr7,8666,23.66,4078638
CE10_chr7,8667,23.66,4078373
CE10_chr7,8669,23.66,4052939
CE10_chr7,8670,23.66,4052923
CE10_chr7,8671,23.66,4052593
CE10_chr7,8672,23.66,4052584
CE10_chr7,8673,23.66,4052565
CE10_chr7,8674,23.66,4052480
CE10_chr7,8675,23.66,4052479
CE10_chr7,8676,23.66,4048715
CE10_chr7,8677,23.66,4041723
CE10_chr7,8678,23.66,4041427
CE10_chr7,8680,23.66,4037141
CE10_chr7,8681,23.66,4037084
CE10_chr7,8682,24.2,4036962
CE10_chr7,8683,24.2,4036952
CE10_chr7,8684,24.2,4036824
CE10_chr7,8685,24.2,3983112
CE10_chr7,8686,24.2,3982877
CE10_chr7,8687,24.2,3982840
CE10_chr7,8688,24.2,3981244
CE10_chr7,8689,24.73,3980985
CE10_chr7,8690,24.73,3980792
CE10_chr7,8691,24.73,3980506
CE10_chr7,8692,24.73,3980494
CE10_chr7,8693,24.73,3980470
CE10_chr7,8694,24.73,3980449
CE10_chr7,8695,24.73,3980425
CE10_chr7,8696,24.73,3980356
CE10_chr7,8697,24.73,3980299
CE10_chr7,8698,24.73,3980275
CE10_chr7,8699,24.73,3980236
CE10_chr7,8700,24.73,3980221
CE10_chr7,8701,24.73,3980209
CE10_chr7,8702,24.73,3980164
CE10_chr7,8703,24.73,3970087
CE10_chr7,8704,24.73,3969515
CE10_chr7,8705,24.73,3969386
CE10_chr7,8706,24.73,3968179
CE10_chr7,8707,24.73,3968103
CE10_chr7,8708,24.73,3968072
CE10_chr7,8709,24.73,3968060
CE10_chr7,8710,24.73,3968010
CE10_chr7,8711,24.73,3908567
CE10_chr7,8712,24.73,3908552
CE10_chr7,8713,24.73,3908547
CE10_chr7,8714,24.73,3908529
CE10_chr7,8715,24.73,3908422
CE10_chr7,8716,24.73,3908421
CE10_chr7,8717,24.73,3908211
CE10_chr7,8718,24.73,3908186
CE10_chr7,8719,24.73,3908174
CE10_chr7,8720,24.73,3906314
CE10_chr7,8721,24.73,3906292
CE10_chr7,8722,24.73,3906206
CE10_chr7,8723,24.73,3905935
CE10_chr7,8724,24.73,3905902
CE10_chr7,8725,24.73,3905845
CE10_chr7,8726,24.73,3905725
CE10_chr7,8727,24.73,3905596
CE10_chr7,8730,24.73,3875361
CE10_chr7,8731,24.73,3874572
CE10_chr7,8732,24.73,3871151
CE10_chr7,8733,24.73,3870543
CE10_chr7,8734,25.27,3870364
CE10_chr7,8735,25.81,3841726
CE10_chr7,8744,25.81,3838495
CE10_chr7,8745,25.81,3838453
CE10_chr7,8746,25.81,3838136
CE10_chr7,8747,26.35,3837898
CE10_chr7,8748,26.35,3837864
CE10_chr7,8749,26.35,3837848
CE10_chr7,8753,27.42,3740520
CE10_chr7,8754,27.42,3740253
CE10_chr7,8755,27.42,3740061
CE10_chr7,8962,27.96,3247348
CE10_chr7,8963,27.96,3247347
CE10_chr7,8964,27.96,3247343
CE10_chr7,8965,27.96,3247314
CE10_chr7,8966,27.96,3247310
CE10_chr7,8967,27.96,3247297
CE10_chr7,9037,29.04,3139914
CE10_chr7,9038,29.04,3139885
CE10_chr7,9039,29.04,3139884
CE10_chr7,9040,29.04,3139844
CE10_chr7,9041,29.57,3139714
CE10_chr7,9042,29.57,3139695
CE10_chr7,9043,29.57,3139639
CE10_chr7,9044,29.57,3139611
CE10_chr7,9045,29.57,3139601
CE10_chr7,9046,29.57,3135149
CE10_chr7,9047,29.57,3134955
CE10_chr7,9048,29.57,3134948
CE10_chr7,9049,29.57,3132872
CE10_chr7,9051,30.11,3068009
CE10_chr7,9112,30.11,2811223
CE10_chr7,9120,30.65,2780396
CE10_chr7,9121,30.65,2780093
CE10_chr7,9122,30.65,2780077
CE10_chr7,9124,31.72,2766778
CE10_chr7,9126,32.26,2761263
CE10_chr7,9130,32.26,2753663
CE10_chr7,9131,32.26,2753598
CE10_chr7,9143,32.26,2746557
CE10_chr7,9144,32.26,2746549
CE10_chr7,9155,32.26,2733571
CE10_chr7,9156,32.26,2733549
CE10_chr7,9157,32.26,2733495
CE10_chr7,9158,32.26,2733402
CE10_chr7,9159,32.26,2733309
CE10_chr7,9160,32.26,2733279
CE10_chr7,9161,32.26,2733276
CE10_chr7,9162,32.26,2733243
CE10_chr7,9163,32.26,2733210
CE10_chr7,9164,32.26,2733177
CE10_chr7,9165,32.26,2733156
CE10_chr7,9166,32.8,2733137
CE10_chr7,9167,32.8,2733111
CE10_chr7,9168,32.8,2733105
CE10_chr7,9169,32.8,2733103
CE10_chr7,9170,32.8,2733090
CE10_chr7,9171,32.8,2732963
CE10_chr7,9172,32.8,2732803
CE10_chr7,9197,32.8,2721554
CE10_chr7,9198,32.8,2721436
CE10_chr7,9199,33.34,2721157
CE10_chr7,9200,33.87,2721125
CE10_chr7,9201,33.87,2721120
CE10_chr7,9202,34.41,2721059
CE10_chr7,9203,34.41,2720941
CE10_chr7,9204,34.41,2720879
CE10_chr7,9224,34.41,2693860
CE10_chr7,9225,34.41,2693703
CE10_chr7,9226,34.41,2693640
CE10_chr7,9227,34.41,2693631
CE10_chr7,9228,34.41,2693547
CE10_chr7,9229,34.41,2669477
CE10_chr7,9230,34.41,2669321
CE10_chr7,9231,34.41,2669291
CE10_chr7,9232,34.95,2669248
CE10_chr7,9233,34.95,2669239
CE10_chr7,9234,34.95,2669225
CE10_chr7,9235,34.95,2669183
CE10_chr7,9236,34.95,2669172
CE10_chr7,9237,36.03,2597441
CE10_chr7,9238,36.03,2596837
CE10_chr7,9239,36.03,2596450
CE10_chr7,9242,36.03,2533289
CE10_chr7,9243,36.03,2533275
CE10_chr7,9244,36.03,2533167
CE10_chr7,9247,37.1,2511498
CE10_chr7,9248,37.1,2511152
CE10_chr7,9249,37.1,2511062
CE10_chr7,9293,37.64,2442773
CE10_chr7,9296,37.64,2418994
CE10_chr7,9330,37.64,2356512
CE10_chr7,9331,37.64,2356484
CE10_chr7,9332,37.64,2356432
CE10_chr7,9333,38.18,2356431
CE10_chr7,9674,39.79,1776557
CE10_chr7,9675,39.79,1776530
CE10_chr7,9676,39.79,1776526
CE10_chr7,9677,39.79,1776494
CE10_chr7,9678,39.79,1772414
CE10_chr7,9679,39.79,1772365
CE10_chr7,9680,39.79,1772165
CE10_chr7,9681,39.79,1772152
CE10_chr7,9682,40.33,1772110
CE10_chr7,9683,40.33,1772092
CE10_chr7,9684,40.33,1771957
CE10_chr7,9685,40.86,1771853
CE10_chr7,9686,40.86,1771823
CE10_chr7,9687,40.86,1771816
CE10_chr7,9744,40.86,1700824
CE10_chr7,9745,40.86,1700692
CE10_chr7,9773,41.4,1625303
CE10_chr7,9774,41.4,1625233
CE10_chr7,9775,41.4,1625226
CE10_chr7,9776,41.4,1625194
CE10_chr7,9788,41.4,1613938
CE10_chr7,9789,41.4,1613887
CE10_chr7,9790,41.4,1613764
CE10_chr7,9791,41.4,1613742
CE10_chr7,9792,41.4,1613723
CE10_chr7,9793,41.4,1613646
CE10_chr7,9794,41.4,1613523
CE10_chr7,9795,41.4,1613413
CE10_chr7,9796,41.4,1613343
CE10_chr7,9797,41.4,1613301
CE10_chr7,9798,41.4,1613178
CE10_chr7,9799,41.4,1613151
CE10_chr7,9800,41.4,1613128
CE10_chr7,9801,41.4,1613010
CE10_chr7,9817,41.4,1595550
CE10_chr7,9818,41.4,1595341
CE10_chr7,9819,41.4,1595339
CE10_chr7,9820,41.4,1595310
CE10_chr7,9821,41.4,1595309
CE10_chr7,9822,41.4,1595281
CE10_chr7,9823,41.4,1595278
CE10_chr7,9824,41.4,1595275
CE10_chr7,9825,41.94,1594699
CE10_chr7,9832,42.48,1578944
CE10_chr7,9861,42.48,1554502
CE10_chr7,9862,42.48,1554293
CE10_chr7,9863,42.48,1554235
CE10_chr7,9867,42.48,1546697
CE10_chr7,9882,42.48,1493446
CE10_chr7,9883,42.48,1493443
CE10_chr7,9884,42.48,1493268
CE10_chr7,9895,42.48,1482527
CE10_chr7,9896,42.48,1482518
CE10_chr7,9903,42.48,1456550
CE10_chr7,9904,42.48,1456463
CE10_chr7,9905,42.48,1456409
CE10_chr7,9906,43.02,1456255
CE10_chr7,9907,43.02,1456183
CE10_chr7,9908,43.02,1445283
CE10_chr7,9909,43.02,1445280
CE10_chr7,9910,43.02,1445196
CE10_chr7,9911,43.02,1445163
CE10_chr7,9912,43.02,1445156
CE10_chr7,9913,43.02,1445138
CE10_chr7,9914,43.02,1445109
CE10_chr7,9915,43.02,1445025
CE10_chr7,9916,43.55,1444990
CE10_chr7,9917,43.55,1444980
CE10_chr7,9918,43.55,1444974
CE10_chr7,9925,43.55,1435340
CE10_chr7,9926,43.55,1435043
CE10_chr7,9946,43.55,1376668
CE10_chr7,9947,43.55,1376655
CE10_chr7,9948,43.55,1376601
CE10_chr7,9994,43.55,1371203
CE10_chr7,9995,43.55,1371121
CE10_chr7,9996,43.55,1371024
CE10_chr7,10020,43.55,1362548
CE10_chr7,10021,43.55,1362541
CE10_chr7,10022,43.55,1362539
CE10_chr7,10023,43.55,1362506
CE10_chr7,10024,43.55,1362419
CE10_chr7,10025,43.55,1362408
CE10_chr7,10026,43.55,1362403
CE10_chr7,10027,43.55,1362386
CE10_chr7,10028,43.55,1362379
CE10_chr7,10029,43.55,1362362
CE10_chr7,10030,43.55,1362346
CE10_chr7,10031,43.55,1362340
CE10_chr7,10032,43.55,1362326
CE10_chr7,10033,43.55,1362272
CE10_chr7,10034,43.55,1362250
CE10_chr7,10035,43.55,1362249
CE10_chr7,10036,43.55,1362212
CE10_chr7,10037,43.55,1362208
CE10_chr7,10038,44.09,1362126
CE10_chr7,10039,44.09,1359007
CE10_chr7,10040,44.09,1358955
CE10_chr7,10041,44.09,1358843
CE10_chr7,10043,44.09,1354962
CE10_chr7,10044,44.09,1354743
CE10_chr7,10045,44.09,1348228
CE10_chr7,10046,44.09,1348215
CE10_chr7,10047,44.09,1348209
CE10_chr7,10048,44.09,1348191
CE10_chr7,10055,44.09,1345006
CE10_chr7,10057,44.09,1338191
CE10_chr7,10058,44.09,1338159
CE10_chr7,10059,44.09,1338132
CE10_chr7,10060,44.09,1337999
CE10_chr7,10061,44.09,1337953
CE10_chr7,10062,44.09,1337930
CE10_chr7,10063,44.09,1337908
CE10_chr7,10084,44.09,1325228
CE10_chr7,10085,44.09,1325138
CE10_chr7,10129,44.63,1213334
CE10_chr7,10132,44.63,1208283
CE10_chr7,10138,44.63,1170691
CE10_chr7,10139,44.63,1170616
CE10_chr7,10140,44.63,1170615
CE10_chr7,10219,45.17,1095094
CE10_chr7,10220,45.17,1094689
CE10_chr7,10256,45.17,1068504
CE10_chr7,10257,45.17,1068425
CE10_chr7,10258,45.17,1068417
CE10_chr7,10259,45.17,1068225
CE10_chr7,10260,45.17,1068027
CE10_chr7,10261,45.17,1068011
CE10_chr7,10262,45.17,1067968
CE10_chr7,10341,45.17,1037805
CE10_chr7,10342,45.17,1037690
CE10_chr7,10343,45.17,1037154
CE10_chr7,10344,45.17,1037151
CE10_chr7,10345,45.17,1037110
CE10_chr7,10346,45.17,1037079
CE10_chr7,10347,45.17,1036932
CE10_chr7,10348,45.17,1022330
CE10_chr7,10349,45.17,1022200
CE10_chr7,10350,45.17,1017848
CE10_chr7,10351,45.17,1017752
CE10_chr7,10352,45.17,1017739
CE10_chr7,10353,45.17,1017468
CE10_chr7,10354,45.17,1017186
CE10_chr7,10375,45.7,912555
CE10_chr7,10376,45.7,912513
CE10_chr7,10377,45.7,912494
CE10_chr7,10378,46.24,910540
CE10_chr7,10379,46.24,910465
CE10_chr7,10380,46.24,897049
CE10_chr7,10381,46.24,896503
CE10_chr7,10382,46.24,896191
CE10_chr7,10383,46.24,896175
CE10_chr7,10384,46.24,895939
CE10_chr7,10385,46.24,890741
CE10_chr7,10386,46.24,890539
CE10_chr7,10388,46.24,857646
CE10_chr7,10394,46.24,855252
CE10_chr7,10395,46.24,855205
CE10_chr7,10396,46.24,855203
CE10_chr7,10397,46.24,855139
CE10_chr7,10398,46.24,854678
CE10_chr7,10403,46.24,847558
CE10_chr7,10404,46.24,847478
CE10_chr7,10405,46.24,847425
CE10_chr7,10406,46.24,847401
CE10_chr7,10407,46.24,847035
CE10_chr7,10424,46.24,794994
CE10_chr7,10425,46.24,794978
CE10_chr7,10426,46.24,794904
CE10_chr7,10427,46.24,794891
CE10_chr7,10428,46.24,794884
CE10_chr7,10429,46.24,794855
CE10_chr7,10430,46.24,794750
CE10_chr7,10431,46.24,794648
CE10_chr7,10432,46.24,794597
CE10_chr7,10433,46.24,794510
CE10_chr7,10434,46.24,794348
CE10_chr7,10435,46.24,794323
CE10_chr7,10436,46.24,794262
CE10_chr7,10437,46.24,794241
CE10_chr7,10438,46.24,794128
CE10_chr7,10439,46.24,794119
CE10_chr7,10440,46.24,794098
